Tweet,Sentiment,Casefolding,Cleansing,Tokenizing,Stopword,Stemming,Dataclean
@detikcom Rkyt gak takut kehilangan dokumen penting.. tp penyalahgunaan data2 pribadi akibat kebocoran data,negative,@detikcom rkyt gak takut kehilangan dokumen penting.. tp penyalahgunaan data2 pribadi akibat kebocoran data, rkyt gak takut kehilangan dokumen penting   tp penyalahgunaan data pribadi akibat kebocoran data,"['rkyt', 'gak', 'takut', 'kehilangan', 'dokumen', 'penting', 'tp', 'penyalahgunaan', 'data', 'pribadi', 'akibat', 'kebocoran', 'data']","['rkyt', 'takut', 'kehilangan', 'dokumen', 'tp', 'penyalahgunaan', 'data', 'pribadi', 'akibat', 'kebocoran', 'data']","['rkyt', 'takut', 'hilang', 'dokumen', 'tp', 'penyalahgunaan', 'data', 'pribadi', 'akibat', 'bocor', 'data']",@ d e t i k c o m   R k y t   g a k   t a k u t   k e h i l a n g a n   d o k u m e n   p e n t i n g . .   t p   p e n y a l a h g u n a a n   d a t a 2   p r i b a d i   a k i b a t   k e b o c o r a n   d a t a
"Banyaknya kebocoran data yang terjadi akhir akhir ini menjadi salah satu motivasi utama disahkannya UU ini #kitapunyapdp
Manfaat UU PDP https://t.co/eMWV28Zoly",negative,"banyaknya kebocoran data yang terjadi akhir akhir ini menjadi salah satu motivasi utama disahkannya uu ini #kitapunyapdp
manfaat uu pdp https://t.co/emwv28zoly",banyaknya kebocoran data yang terjadi akhir akhir ini menjadi salah satu motivasi utama disahkannya uu ini kitapunyapdp manfaat uu pdp ,"['banyaknya', 'kebocoran', 'data', 'yang', 'terjadi', 'akhir', 'akhir', 'ini', 'menjadi', 'salah', 'satu', 'motivasi', 'utama', 'disahkannya', 'uu', 'ini', 'kitapunyapdp', 'manfaat', 'uu', 'pdp']","['banyaknya', 'kebocoran', 'data', 'salah', 'motivasi', 'utama', 'disahkannya', 'uu', 'kitapunyapdp', 'manfaat', 'uu', 'pdp']","['banyak', 'bocor', 'data', 'salah', 'motivasi', 'utama', 'sah', 'uu', 'kitapunyapdp', 'manfaat', 'uu', 'pdp']","B a n y a k n y a   k e b o c o r a n   d a t a   y a n g   t e r j a d i   a k h i r   a k h i r   i n i   m e n j a d i   s a l a h   s a t u   m o t i v a s i   u t a m a   d i s a h k a n n y a   U U   i n i   # k i t a p u n y a p d p 
 M a n f a a t   U U   P D P   h t t p s : / / t . c o / e M W V 2 8 Z o l y"
"@ciloqciliq Barangnya udah sampe rumau belum kacil?

Adek aku juga 2x dapet ancaman ginian, tapi sampe sekarang gak dateng itu paketnya. Yang iseng ngandelin kebocoran data keknya. Serem. :*)",negative,"@ciloqciliq barangnya udah sampe rumau belum kacil?

adek aku juga 2x dapet ancaman ginian, tapi sampe sekarang gak dateng itu paketnya. yang iseng ngandelin kebocoran data keknya. serem. :*)", barangnya udah sampe rumau belum kacil  adek aku juga x dapet ancaman ginian  tapi sampe sekarang gak dateng itu paketnya  yang iseng ngandelin kebocoran data keknya  serem     ,"['barangnya', 'udah', 'sampe', 'rumau', 'belum', 'kacil', 'adek', 'aku', 'juga', 'x', 'dapet', 'ancaman', 'ginian', 'tapi', 'sampe', 'sekarang', 'gak', 'dateng', 'itu', 'paketnya', 'yang', 'iseng', 'ngandelin', 'kebocoran', 'data', 'keknya', 'serem']","['barangnya', 'udah', 'sampe', 'rumau', 'kacil', 'adek', 'x', 'dapet', 'ancaman', 'ginian', 'sampe', 'dateng', 'paketnya', 'iseng', 'ngandelin', 'kebocoran', 'data', 'keknya', 'serem']","['barang', 'udah', 'sampe', 'rumau', 'kacil', 'adek', 'x', 'dapet', 'ancam', 'ginian', 'sampe', 'dateng', 'paket', 'iseng', 'ngandelin', 'bocor', 'data', 'kek', 'rem']","@ c i l o q c i l i q   B a r a n g n y a   u d a h   s a m p e   r u m a u   b e l u m   k a c i l ? 
 
 A d e k   a k u   j u g a   2 x   d a p e t   a n c a m a n   g i n i a n ,   t a p i   s a m p e   s e k a r a n g   g a k   d a t e n g   i t u   p a k e t n y a .   Y a n g   i s e n g   n g a n d e l i n   k e b o c o r a n   d a t a   k e k n y a .   S e r e m .   : * )"
"Perlu #Japfriend ketahui juga, kebocoran data pribadi pun dapat meningkatkan ketidakpercayaan publik (public distrust) dan dapat berdampak pada pembangunan sektor ekonomi digital yang saat ini bertumbuh dan berkembang dengan cepat. https://t.co/9TFZWcInbC",negative,"perlu #japfriend ketahui juga, kebocoran data pribadi pun dapat meningkatkan ketidakpercayaan publik (public distrust) dan dapat berdampak pada pembangunan sektor ekonomi digital yang saat ini bertumbuh dan berkembang dengan cepat. https://t.co/9tfzwcinbc",perlu japfriend ketahui juga  kebocoran data pribadi pun dapat meningkatkan ketidakpercayaan publik  public distrust  dan dapat berdampak pada pembangunan sektor ekonomi digital yang saat ini bertumbuh dan berkembang dengan cepat  ,"['perlu', 'japfriend', 'ketahui', 'juga', 'kebocoran', 'data', 'pribadi', 'pun', 'dapat', 'meningkatkan', 'ketidakpercayaan', 'publik', 'public', 'distrust', 'dan', 'dapat', 'berdampak', 'pada', 'pembangunan', 'sektor', 'ekonomi', 'digital', 'yang', 'saat', 'ini', 'bertumbuh', 'dan', 'berkembang', 'dengan', 'cepat']","['japfriend', 'ketahui', 'kebocoran', 'data', 'pribadi', 'meningkatkan', 'ketidakpercayaan', 'publik', 'public', 'distrust', 'berdampak', 'pembangunan', 'sektor', 'ekonomi', 'digital', 'bertumbuh', 'berkembang', 'cepat']","['japfriend', 'tahu', 'bocor', 'data', 'pribadi', 'tingkat', 'ketidakpercayaan', 'publik', 'public', 'distrust', 'dampak', 'bangun', 'sektor', 'ekonomi', 'digital', 'tumbuh', 'kembang', 'cepat']","P e r l u   # J a p f r i e n d   k e t a h u i   j u g a ,   k e b o c o r a n   d a t a   p r i b a d i   p u n   d a p a t   m e n i n g k a t k a n   k e t i d a k p e r c a y a a n   p u b l i k   ( p u b l i c   d i s t r u s t )   d a n   d a p a t   b e r d a m p a k   p a d a   p e m b a n g u n a n   s e k t o r   e k o n o m i   d i g i t a l   y a n g   s a a t   i n i   b e r t u m b u h   d a n   b e r k e m b a n g   d e n g a n   c e p a t .   h t t p s : / / t . c o / 9 T F Z W c I n b C"
"Jangan Remehkan Kebocoran Data, Dampaknya dari Tak Bisa Kuliah Sampai Penipuan Pajak https://t.co/O6vcl25ijH https://t.co/y8oFvRzYtB",negative,"jangan remehkan kebocoran data, dampaknya dari tak bisa kuliah sampai penipuan pajak https://t.co/o6vcl25ijh https://t.co/y8ofvrzytb",jangan remehkan kebocoran data  dampaknya dari tak bisa kuliah sampai penipuan pajak ,"['jangan', 'remehkan', 'kebocoran', 'data', 'dampaknya', 'dari', 'tak', 'bisa', 'kuliah', 'sampai', 'penipuan', 'pajak']","['remehkan', 'kebocoran', 'data', 'dampaknya', 'kuliah', 'penipuan', 'pajak']","['remeh', 'bocor', 'data', 'dampak', 'kuliah', 'tipu', 'pajak']","J a n g a n   R e m e h k a n   K e b o c o r a n   D a t a ,   D a m p a k n y a   d a r i   T a k   B i s a   K u l i a h   S a m p a i   P e n i p u a n   P a j a k   h t t p s : / / t . c o / O 6 v c l 2 5 i j H   h t t p s : / / t . c o / y 8 o F v R z Y t B"
@IMCMushroom Yg penting jangan sampai ada kecurangan dlm penghitungan suara..apa lagi br2 ini ada kebocoran data ktp yg dilakukan bjorka..sangat riskan jadinya?,negative,@imcmushroom yg penting jangan sampai ada kecurangan dlm penghitungan suara..apa lagi br2 ini ada kebocoran data ktp yg dilakukan bjorka..sangat riskan jadinya?, yg penting jangan sampai ada kecurangan dlm penghitungan suara  apa lagi br ini ada kebocoran data ktp yg dilakukan bjorka  sangat riskan jadinya ,"['yg', 'penting', 'jangan', 'sampai', 'ada', 'kecurangan', 'dlm', 'penghitungan', 'suara', 'apa', 'lagi', 'br', 'ini', 'ada', 'kebocoran', 'data', 'ktp', 'yg', 'dilakukan', 'bjorka', 'sangat', 'riskan', 'jadinya']","['kecurangan', 'dlm', 'penghitungan', 'suara', 'br', 'kebocoran', 'data', 'ktp', 'bjorka', 'riskan']","['curang', 'dlm', 'hitung', 'suara', 'br', 'bocor', 'data', 'ktp', 'bjorka', 'riskan']",@ I M C M u s h r o o m   Y g   p e n t i n g   j a n g a n   s a m p a i   a d a   k e c u r a n g a n   d l m   p e n g h i t u n g a n   s u a r a . . a p a   l a g i   b r 2   i n i   a d a   k e b o c o r a n   d a t a   k t p   y g   d i l a k u k a n   b j o r k a . . s a n g a t   r i s k a n   j a d i n y a ?
@wan_almawardi7 Sementara kebocoran data sendiri gak ada yg tanggung jawab ..,negative,@wan_almawardi7 sementara kebocoran data sendiri gak ada yg tanggung jawab .., sementara kebocoran data sendiri gak ada yg tanggung jawab   ,"['sementara', 'kebocoran', 'data', 'sendiri', 'gak', 'ada', 'yg', 'tanggung', 'jawab']","['kebocoran', 'data', 'tanggung']","['bocor', 'data', 'tanggung']",@ w a n _ a l m a w a r d i 7   S e m e n t a r a   k e b o c o r a n   d a t a   s e n d i r i   g a k   a d a   y g   t a n g g u n g   j a w a b   . .
Lembaga PDP Harus Galak dan Tegas Jika Ada Kebocoran Data https://t.co/TnloVok4ri,negative,lembaga pdp harus galak dan tegas jika ada kebocoran data https://t.co/tnlovok4ri,lembaga pdp harus galak dan tegas jika ada kebocoran data ,"['lembaga', 'pdp', 'harus', 'galak', 'dan', 'tegas', 'jika', 'ada', 'kebocoran', 'data']","['lembaga', 'pdp', 'galak', 'kebocoran', 'data']","['lembaga', 'pdp', 'galak', 'bocor', 'data']",L e m b a g a   P D P   H a r u s   G a l a k   d a n   T e g a s   J i k a   A d a   K e b o c o r a n   D a t a   h t t p s : / / t . c o / T n l o V o k 4 r i
Bukan BJORKA yang menyebabkan kebocoran data .. https://t.co/P2z9PEHSAc,negative,bukan bjorka yang menyebabkan kebocoran data .. https://t.co/p2z9pehsac,bukan bjorka yang menyebabkan kebocoran data    ,"['bukan', 'bjorka', 'yang', 'menyebabkan', 'kebocoran', 'data']","['bjorka', 'menyebabkan', 'kebocoran', 'data']","['bjorka', 'sebab', 'bocor', 'data']",B u k a n   B J O R K A   y a n g   m e n y e b a b k a n   k e b o c o r a n   d a t a   . .   h t t p s : / / t . c o / P 2 z 9 P E H S A c
ini kenapa jadi banyak vishing tu apa gara - gara kebocoran data kah? annoying banget,negative,ini kenapa jadi banyak vishing tu apa gara - gara kebocoran data kah? annoying banget,ini kenapa jadi banyak vishing tu apa gara   gara kebocoran data kah  annoying banget,"['ini', 'kenapa', 'jadi', 'banyak', 'vishing', 'tu', 'apa', 'gara', 'gara', 'kebocoran', 'data', 'kah', 'annoying', 'banget']","['vishing', 'tu', 'gara', 'gara', 'kebocoran', 'data', 'kah', 'annoying', 'banget']","['vishing', 'tu', 'gara', 'gara', 'bocor', 'data', 'kah', 'annoying', 'banget']",i n i   k e n a p a   j a d i   b a n y a k   v i s h i n g   t u   a p a   g a r a   -   g a r a   k e b o c o r a n   d a t a   k a h ?   a n n o y i n g   b a n g e t
"@hyang_wisnu @kemkominfo Semoga tidak akan ada lagi kasus kebocoran data nantinya.
@kemkominfo @PlateJohnny",negative,"@hyang_wisnu @kemkominfo semoga tidak akan ada lagi kasus kebocoran data nantinya.
@kemkominfo @platejohnny", semoga tidak akan ada lagi kasus kebocoran data nantinya  ,"['semoga', 'tidak', 'akan', 'ada', 'lagi', 'kasus', 'kebocoran', 'data', 'nantinya']","['semoga', 'kebocoran', 'data']","['moga', 'bocor', 'data']","@ h y a n g _ w i s n u   @ k e m k o m i n f o   S e m o g a   t i d a k   a k a n   a d a   l a g i   k a s u s   k e b o c o r a n   d a t a   n a n t i n y a . 
 @ k e m k o m i n f o   @ P l a t e J o h n n y"
@itscnv @AREAJULID Lah pikiran kyk gini yg bikin pejabat kita enteng bgt kalo ada kebocoran data,negative,@itscnv @areajulid lah pikiran kyk gini yg bikin pejabat kita enteng bgt kalo ada kebocoran data, lah pikiran kyk gini yg bikin pejabat kita enteng bgt kalo ada kebocoran data,"['lah', 'pikiran', 'kyk', 'gini', 'yg', 'bikin', 'pejabat', 'kita', 'enteng', 'bgt', 'kalo', 'ada', 'kebocoran', 'data']","['pikiran', 'kyk', 'gini', 'pejabat', 'enteng', 'bgt', 'kebocoran', 'data']","['pikir', 'kyk', 'gin', 'jabat', 'enteng', 'bgt', 'bocor', 'data']",@ i t s c n v   @ A R E A J U L I D   L a h   p i k i r a n   k y k   g i n i   y g   b i k i n   p e j a b a t   k i t a   e n t e n g   b g t   k a l o   a d a   k e b o c o r a n   d a t a
"@henrysubiakto berisik banget chebby satu ini.
mana speak up mu soal kebocoran data bung? diem diem bae. giliran kemaren PSE aja dibela sampe muncrat -muncrat",negative,"@henrysubiakto berisik banget chebby satu ini.
mana speak up mu soal kebocoran data bung? diem diem bae. giliran kemaren pse aja dibela sampe muncrat -muncrat", berisik banget chebby satu ini  mana speak up mu soal kebocoran data bung  diem diem bae  giliran kemaren pse aja dibela sampe muncrat  muncrat,"['berisik', 'banget', 'chebby', 'satu', 'ini', 'mana', 'speak', 'up', 'mu', 'soal', 'kebocoran', 'data', 'bung', 'diem', 'diem', 'bae', 'giliran', 'kemaren', 'pse', 'aja', 'dibela', 'sampe', 'muncrat', 'muncrat']","['berisik', 'banget', 'chebby', 'speak', 'up', 'mu', 'kebocoran', 'data', 'diem', 'diem', 'bae', 'giliran', 'kemaren', 'pse', 'dibela', 'sampe', 'muncrat', 'muncrat']","['berisik', 'banget', 'chebby', 'speak', 'up', 'mu', 'bocor', 'data', 'diem', 'diem', 'bae', 'gilir', 'kemaren', 'pse', 'bela', 'sampe', 'muncrat', 'muncrat']","@ h e n r y s u b i a k t o   b e r i s i k   b a n g e t   c h e b b y   s a t u   i n i . 
 m a n a   s p e a k   u p   m u   s o a l   k e b o c o r a n   d a t a   b u n g ?   d i e m   d i e m   b a e .   g i l i r a n   k e m a r e n   P S E   a j a   d i b e l a   s a m p e   m u n c r a t   - m u n c r a t"
"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @kemkominfo @miicies @Marbot_Udien @zhymme @03__nakula @DS_yantie @delArdian_ Awal yang baik dlm menyelesaikan permasalahan kebocoran data
@PlateJohnny 
@kemkominfo",negative,"@hyang_wisnu @platejohnny @aryprasetyo85 @kemkominfo @miicies @marbot_udien @zhymme @03__nakula @ds_yantie @delardian_ awal yang baik dlm menyelesaikan permasalahan kebocoran data
@platejohnny 
@kemkominfo", awal yang baik dlm menyelesaikan permasalahan kebocoran data ,"['awal', 'yang', 'baik', 'dlm', 'menyelesaikan', 'permasalahan', 'kebocoran', 'data']","['dlm', 'menyelesaikan', 'permasalahan', 'kebocoran', 'data']","['dlm', 'selesai', 'masalah', 'bocor', 'data']","@ h y a n g _ w i s n u   @ P l a t e J o h n n y   @ A r y p r a s e t y o 8 5   @ k e m k o m i n f o   @ m i i c i e s   @ M a r b o t _ U d i e n   @ z h y m m e   @ 0 3 _ _ n a k u l a   @ D S _ y a n t i e   @ d e l A r d i a n _   A w a l   y a n g   b a i k   d l m   m e n y e l e s a i k a n   p e r m a s a l a h a n   k e b o c o r a n   d a t a 
 @ P l a t e J o h n n y   
 @ k e m k o m i n f o"
"Awas hati-hati !!
Pemerintah Terbitkan Payung Hukum Untuk satgas Penanganan Kebocoran Data Pribadi .
#JokowiHebat
#JokowiPresidenku
#JokowiBapakInfrastruktur
#PembangunanUntukRakyat
ACEH https://t.co/bQtR2KUffm",negative,"awas hati-hati !!
pemerintah terbitkan payung hukum untuk satgas penanganan kebocoran data pribadi .
#jokowihebat
#jokowipresidenku
#jokowibapakinfrastruktur
#pembangunanuntukrakyat
aceh https://t.co/bqtr2kuffm",awas hati hati    pemerintah terbitkan payung hukum untuk satgas penanganan kebocoran data pribadi   jokowihebat jokowipresidenku jokowibapakinfrastruktur pembangunanuntukrakyat aceh ,"['awas', 'hati', 'hati', 'pemerintah', 'terbitkan', 'payung', 'hukum', 'untuk', 'satgas', 'penanganan', 'kebocoran', 'data', 'pribadi', 'jokowihebat', 'jokowipresidenku', 'jokowibapakinfrastruktur', 'pembangunanuntukrakyat', 'aceh']","['awas', 'hati', 'hati', 'pemerintah', 'terbitkan', 'payung', 'hukum', 'satgas', 'penanganan', 'kebocoran', 'data', 'pribadi', 'jokowihebat', 'jokowipresidenku', 'jokowibapakinfrastruktur', 'pembangunanuntukrakyat', 'aceh']","['awas', 'hati', 'hati', 'perintah', 'terbit', 'payung', 'hukum', 'satgas', 'tangan', 'bocor', 'data', 'pribadi', 'jokowihebat', 'jokowipresidenku', 'jokowibapakinfrastruktur', 'pembangunanuntukrakyat', 'aceh']","A w a s   h a t i - h a t i   ! ! 
 P e m e r i n t a h   T e r b i t k a n   P a y u n g   H u k u m   U n t u k   s a t g a s   P e n a n g a n a n   K e b o c o r a n   D a t a   P r i b a d i   . 
 # J o k o w i H e b a t 
 # J o k o w i P r e s i d e n k u 
 # J o k o w i B a p a k I n f r a s t r u k t u r 
 # P e m b a n g u n a n U n t u k R a k y a t 
 A C E H   h t t p s : / / t . c o / b Q t R 2 K U f f m"
"@CNNIndonesia Faktanya, kebocoran data ada kan? Trus data di pedulli lindungi yg hilang itu gmn? Dan klo gk ada apa2nya ngapain Presiden bentuk tim khusus?

Dan tanggung jawab pemerintah apa? Malah lempar2an tanggung jawab dan suruh masyarakat ganti passw",negative,"@cnnindonesia faktanya, kebocoran data ada kan? trus data di pedulli lindungi yg hilang itu gmn? dan klo gk ada apa2nya ngapain presiden bentuk tim khusus?

dan tanggung jawab pemerintah apa? malah lempar2an tanggung jawab dan suruh masyarakat ganti passw", faktanya  kebocoran data ada kan  trus data di pedulli lindungi yg hilang itu gmn  dan klo gk ada apanya ngapain presiden bentuk tim khusus  dan tanggung jawab pemerintah apa  malah lemparan tanggung jawab dan suruh masyarakat ganti passw,"['faktanya', 'kebocoran', 'data', 'ada', 'kan', 'trus', 'data', 'di', 'pedulli', 'lindungi', 'yg', 'hilang', 'itu', 'gmn', 'dan', 'klo', 'gk', 'ada', 'apanya', 'ngapain', 'presiden', 'bentuk', 'tim', 'khusus', 'dan', 'tanggung', 'jawab', 'pemerintah', 'apa', 'malah', 'lemparan', 'tanggung', 'jawab', 'dan', 'suruh', 'masyarakat', 'ganti', 'passw']","['faktanya', 'kebocoran', 'data', 'trus', 'data', 'pedulli', 'lindungi', 'hilang', 'gmn', 'gk', 'apanya', 'ngapain', 'presiden', 'bentuk', 'tim', 'khusus', 'tanggung', 'pemerintah', 'lemparan', 'tanggung', 'suruh', 'masyarakat', 'ganti', 'passw']","['fakta', 'bocor', 'data', 'trus', 'data', 'pedulli', 'lindung', 'hilang', 'gmn', 'gk', 'apa', 'ngapain', 'presiden', 'bentuk', 'tim', 'khusus', 'tanggung', 'perintah', 'lempar', 'tanggung', 'suruh', 'masyarakat', 'ganti', 'passw']","@ C N N I n d o n e s i a   F a k t a n y a ,   k e b o c o r a n   d a t a   a d a   k a n ?   T r u s   d a t a   d i   p e d u l l i   l i n d u n g i   y g   h i l a n g   i t u   g m n ?   D a n   k l o   g k   a d a   a p a 2 n y a   n g a p a i n   P r e s i d e n   b e n t u k   t i m   k h u s u s ? 
 
 D a n   t a n g g u n g   j a w a b   p e m e r i n t a h   a p a ?   M a l a h   l e m p a r 2 a n   t a n g g u n g   j a w a b   d a n   s u r u h   m a s y a r a k a t   g a n t i   p a s s w"
"Akun fb lama kena rentas dan banyak bikin komentar aneh, makasih banyak kebocoran data",negative,"akun fb lama kena rentas dan banyak bikin komentar aneh, makasih banyak kebocoran data",akun fb lama kena rentas dan banyak bikin komentar aneh  makasih banyak kebocoran data,"['akun', 'fb', 'lama', 'kena', 'rentas', 'dan', 'banyak', 'bikin', 'komentar', 'aneh', 'makasih', 'banyak', 'kebocoran', 'data']","['akun', 'fb', 'kena', 'rentas', 'komentar', 'aneh', 'makasih', 'kebocoran', 'data']","['akun', 'fb', 'kena', 'rentas', 'komentar', 'aneh', 'makasih', 'bocor', 'data']","A k u n   f b   l a m a   k e n a   r e n t a s   d a n   b a n y a k   b i k i n   k o m e n t a r   a n e h ,   m a k a s i h   b a n y a k   k e b o c o r a n   d a t a"
"efek kebocoran data kayaknya udah kerasa langsung. Barusan aja ada yg nelpon, ngaku dari @BANKBRI_ID. nyebut nama saya, tau alamat pengiriman kartu &amp; tempat kerja saya. bilang bisa naikin limit kartu kredit @tokopedia card saya tapi minta disebutin data yg ada di kartu???",negative,"efek kebocoran data kayaknya udah kerasa langsung. barusan aja ada yg nelpon, ngaku dari @bankbri_id. nyebut nama saya, tau alamat pengiriman kartu &amp; tempat kerja saya. bilang bisa naikin limit kartu kredit @tokopedia card saya tapi minta disebutin data yg ada di kartu???",efek kebocoran data kayaknya udah kerasa langsung  barusan aja ada yg nelpon  ngaku dari nyebut nama saya  tau alamat pengiriman kartu  amp  tempat kerja saya  bilang bisa naikin limit kartu kredit card saya tapi minta disebutin data yg ada di kartu   ,"['efek', 'kebocoran', 'data', 'kayaknya', 'udah', 'kerasa', 'langsung', 'barusan', 'aja', 'ada', 'yg', 'nelpon', 'ngaku', 'dari', 'nyebut', 'nama', 'saya', 'tau', 'alamat', 'pengiriman', 'kartu', 'amp', 'tempat', 'kerja', 'saya', 'bilang', 'bisa', 'naikin', 'limit', 'kartu', 'kredit', 'card', 'saya', 'tapi', 'minta', 'disebutin', 'data', 'yg', 'ada', 'di', 'kartu']","['efek', 'kebocoran', 'data', 'kayaknya', 'udah', 'kerasa', 'langsung', 'barusan', 'nelpon', 'ngaku', 'nyebut', 'nama', 'alamat', 'pengiriman', 'kartu', 'kerja', 'naikin', 'limit', 'kartu', 'kredit', 'card', 'disebutin', 'data', 'kartu']","['efek', 'bocor', 'data', 'kayak', 'udah', 'rasa', 'langsung', 'barusan', 'nelpon', 'ngaku', 'nyebut', 'nama', 'alamat', 'kirim', 'kartu', 'kerja', 'naikin', 'limit', 'kartu', 'kredit', 'card', 'disebutin', 'data', 'kartu']","e f e k   k e b o c o r a n   d a t a   k a y a k n y a   u d a h   k e r a s a   l a n g s u n g .   B a r u s a n   a j a   a d a   y g   n e l p o n ,   n g a k u   d a r i   @ B A N K B R I _ I D .   n y e b u t   n a m a   s a y a ,   t a u   a l a m a t   p e n g i r i m a n   k a r t u   & a m p ;   t e m p a t   k e r j a   s a y a .   b i l a n g   b i s a   n a i k i n   l i m i t   k a r t u   k r e d i t   @ t o k o p e d i a   c a r d   s a y a   t a p i   m i n t a   d i s e b u t i n   d a t a   y g   a d a   d i   k a r t u ? ? ?"
"Harusnya diakui dulu, bener ga kalo kebocoran itu terjadi?, Datanya valid ga ? Pemerintah udah check datanya belum ? Katanya datanya data biasa saja... Dagelan bener https://t.co/kshpaC8I5N",negative,"harusnya diakui dulu, bener ga kalo kebocoran itu terjadi?, datanya valid ga ? pemerintah udah check datanya belum ? katanya datanya data biasa saja... dagelan bener https://t.co/kshpac8i5n",harusnya diakui dulu  bener ga kalo kebocoran itu terjadi   datanya valid ga   pemerintah udah check datanya belum   katanya datanya data biasa saja    dagelan bener ,"['harusnya', 'diakui', 'dulu', 'bener', 'ga', 'kalo', 'kebocoran', 'itu', 'terjadi', 'datanya', 'valid', 'ga', 'pemerintah', 'udah', 'check', 'datanya', 'belum', 'katanya', 'datanya', 'data', 'biasa', 'saja', 'dagelan', 'bener']","['diakui', 'bener', 'kebocoran', 'datanya', 'valid', 'pemerintah', 'udah', 'check', 'datanya', 'datanya', 'data', 'dagelan', 'bener']","['aku', 'bener', 'bocor', 'data', 'valid', 'perintah', 'udah', 'check', 'data', 'data', 'data', 'dagel', 'bener']","H a r u s n y a   d i a k u i   d u l u ,   b e n e r   g a   k a l o   k e b o c o r a n   i t u   t e r j a d i ? ,   D a t a n y a   v a l i d   g a   ?   P e m e r i n t a h   u d a h   c h e c k   d a t a n y a   b e l u m   ?   K a t a n y a   d a t a n y a   d a t a   b i a s a   s a j a . . .   D a g e l a n   b e n e r   h t t p s : / / t . c o / k s h p a C 8 I 5 N"
7 Alasan Penyebab Kebocoran Data Sering?ÿTerjadi! https://t.co/tEpUmVRQB5,negative,7 alasan penyebab kebocoran data sering?ÿterjadi! https://t.co/tepumvrqb5, alasan penyebab kebocoran data sering  terjadi  ,"['alasan', 'penyebab', 'kebocoran', 'data', 'sering', 'terjadi']","['alasan', 'penyebab', 'kebocoran', 'data']","['alas', 'sebab', 'bocor', 'data']",7   A l a s a n   P e n y e b a b   K e b o c o r a n   D a t a   S e r i n g ? ÿ T e r j a d i !   h t t p s : / / t . c o / t E p U m V R Q B 5
"@mohmahfudmd WOI Pk MAHFUD BOOMER, JANGAN BIKIN STATEMENT BODOH MENGENAI KEBOCORAN DATA!!!, KAU JANGAN MEMPENGARUHI ORANG DENGAN STATEMENT KEBOCORAN DATA ITU. KEBOCORAN DATA MERUPAKAN SUATU HAL YANG SANGAT BERBAHAYA BAGI DATA RAKYAT!!",negative,"@mohmahfudmd woi pk mahfud boomer, jangan bikin statement bodoh mengenai kebocoran data!!!, kau jangan mempengaruhi orang dengan statement kebocoran data itu. kebocoran data merupakan suatu hal yang sangat berbahaya bagi data rakyat!!", woi pk mahfud boomer  jangan bikin statement bodoh mengenai kebocoran data     kau jangan mempengaruhi orang dengan statement kebocoran data itu  kebocoran data merupakan suatu hal yang sangat berbahaya bagi data rakyat  ,"['woi', 'pk', 'mahfud', 'boomer', 'jangan', 'bikin', 'statement', 'bodoh', 'mengenai', 'kebocoran', 'data', 'kau', 'jangan', 'mempengaruhi', 'orang', 'dengan', 'statement', 'kebocoran', 'data', 'itu', 'kebocoran', 'data', 'merupakan', 'suatu', 'hal', 'yang', 'sangat', 'berbahaya', 'bagi', 'data', 'rakyat']","['woi', 'pk', 'mahfud', 'boomer', 'statement', 'bodoh', 'kebocoran', 'data', 'kau', 'mempengaruhi', 'orang', 'statement', 'kebocoran', 'data', 'kebocoran', 'data', 'berbahaya', 'data', 'rakyat']","['woi', 'pk', 'mahfud', 'boomer', 'statement', 'bodoh', 'bocor', 'data', 'kau', 'pengaruh', 'orang', 'statement', 'bocor', 'data', 'bocor', 'data', 'bahaya', 'data', 'rakyat']","@ m o h m a h f u d m d   W O I   P k   M A H F U D   B O O M E R ,   J A N G A N   B I K I N   S T A T E M E N T   B O D O H   M E N G E N A I   K E B O C O R A N   D A T A ! ! ! ,   K A U   J A N G A N   M E M P E N G A R U H I   O R A N G   D E N G A N   S T A T E M E N T   K E B O C O R A N   D A T A   I T U .   K E B O C O R A N   D A T A   M E R U P A K A N   S U A T U   H A L   Y A N G   S A N G A T   B E R B A H A Y A   B A G I   D A T A   R A K Y A T ! !"
"semenjak kebocoran data itu, jadi sering ditelponin nomer gajelas zzz",negative,"semenjak kebocoran data itu, jadi sering ditelponin nomer gajelas zzz",semenjak kebocoran data itu  jadi sering ditelponin nomer gajelas zzz,"['semenjak', 'kebocoran', 'data', 'itu', 'jadi', 'sering', 'ditelponin', 'nomer', 'gajelas', 'zzz']","['semenjak', 'kebocoran', 'data', 'ditelponin', 'nomer', 'gajelas']","['semenjak', 'bocor', 'data', 'ditelponin', 'nomer', 'gajelas']","s e m e n j a k   k e b o c o r a n   d a t a   i t u ,   j a d i   s e r i n g   d i t e l p o n i n   n o m e r   g a j e l a s   z z z"
