Tweet,Sentiment,Casefolding,Cleansing,Tokenizing,Stopword,Stemming,Dataclean
Cak Imin Minta BSSN Lebih Serius Tangani Kebocoran Data https://t.co/N7WlqXsbeb,negative,cak imin minta bssn lebih serius tangani kebocoran data https://t.co/n7wlqxsbeb,cak imin minta bssn lebih serius tangani kebocoran data ,"['cak', 'imin', 'minta', 'bssn', 'lebih', 'serius', 'tangani', 'kebocoran', 'data']","['cak', 'imin', 'bssn', 'serius', 'tangani', 'kebocoran', 'data']","['cak', 'imin', 'bssn', 'serius', 'tangan', 'bocor', 'data']",cak imin bssn serius tangan bocor data
@homecreditid Logikanya dimana? Saya gak daftar disuruh verifikasi. Saya gak ngutang tapi ditelpon tiap hari kayak dikejar debt collector. Saya muslim. Ngutang pakai riba haram.  Dapat data saya darimana?? Dari kebocoran data kah? https://t.co/Rq9nnOYJye,negative,@homecreditid logikanya dimana? saya gak daftar disuruh verifikasi. saya gak ngutang tapi ditelpon tiap hari kayak dikejar debt collector. saya muslim. ngutang pakai riba haram.  dapat data saya darimana?? dari kebocoran data kah? https://t.co/rq9nnoyjye, logikanya dimana  saya gak daftar disuruh verifikasi  saya gak ngutang tapi ditelpon tiap hari kayak dikejar debt collector  saya muslim  ngutang pakai riba haram  dapat data saya darimana   dari kebocoran data kah  ,"['logikanya', 'dimana', 'saya', 'gak', 'daftar', 'disuruh', 'verifikasi', 'saya', 'gak', 'ngutang', 'tapi', 'ditelpon', 'tiap', 'hari', 'kayak', 'dikejar', 'debt', 'collector', 'saya', 'muslim', 'ngutang', 'pakai', 'riba', 'haram', 'dapat', 'data', 'saya', 'darimana', 'dari', 'kebocoran', 'data', 'kah']","['logikanya', 'dimana', 'daftar', 'disuruh', 'verifikasi', 'ngutang', 'ditelpon', 'kayak', 'dikejar', 'debt', 'collector', 'muslim', 'ngutang', 'pakai', 'riba', 'haram', 'data', 'darimana', 'kebocoran', 'data', 'kah']","['logika', 'mana', 'daftar', 'suruh', 'verifikasi', 'ngutang', 'telpon', 'kayak', 'kejar', 'debt', 'collector', 'muslim', 'ngutang', 'pakai', 'riba', 'haram', 'data', 'darimana', 'bocor', 'data', 'kah']",logika mana daftar suruh verifikasi ngutang telpon kayak kejar debt collector muslim ngutang pakai riba haram data darimana bocor data kah
"Khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data. Apalagi data rahasia negara, dengan teknologi terdepannya, Khilafah akan mampu menciptaka

Baca: Ramai Memburu Bjorka, Kasus Sambo Jangan Sampai Lepa

#Opini

https://t.co/taaO2HEV3N

https://t.co/pnA9UtzEuH",negative,"khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data. apalagi data rahasia negara, dengan teknologi terdepannya, khilafah akan mampu menciptaka

baca: ramai memburu bjorka, kasus sambo jangan sampai lepa

#opini

https://t.co/taao2hev3n

https://t.co/pna9utzeuh",khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data  apalagi data rahasia negara  dengan teknologi terdepannya  khilafah akan mampu menciptaka baca  ramai memburu bjorka  kasus sambo jangan sampai lepa opini ,"['khilafah', 'akan', 'menjadi', 'pihak', 'terdepan', 'dalam', 'menyelesaikan', 'kebocoran', 'data', 'apalagi', 'data', 'rahasia', 'negara', 'dengan', 'teknologi', 'terdepannya', 'khilafah', 'akan', 'mampu', 'menciptaka', 'baca', 'ramai', 'memburu', 'bjorka', 'kasus', 'sambo', 'jangan', 'sampai', 'lepa', 'opini']","['khilafah', 'terdepan', 'menyelesaikan', 'kebocoran', 'data', 'data', 'rahasia', 'negara', 'teknologi', 'terdepannya', 'khilafah', 'menciptaka', 'baca', 'ramai', 'memburu', 'bjorka', 'sambo', 'lepa', 'opini']","['khilafah', 'depan', 'selesai', 'bocor', 'data', 'data', 'rahasia', 'negara', 'teknologi', 'depan', 'khilafah', 'menciptaka', 'baca', 'ramai', 'buru', 'bjorka', 'sambo', 'lepa', 'opini']",khilafah depan selesai bocor data data rahasia negara teknologi depan khilafah menciptaka baca ramai buru bjorka sambo lepa opini
@detikcom jangan kebanyakkan ngide lah mending beresin dulu keamanan dari kebocoran data,negative,@detikcom jangan kebanyakkan ngide lah mending beresin dulu keamanan dari kebocoran data, jangan kebanyakkan ngide lah mending beresin dulu keamanan dari kebocoran data,"['jangan', 'kebanyakkan', 'ngide', 'lah', 'mending', 'beresin', 'dulu', 'keamanan', 'dari', 'kebocoran', 'data']","['kebanyakkan', 'ngide', 'mending', 'beresin', 'keamanan', 'kebocoran', 'data']","['banyak', 'ngide', 'mending', 'resin', 'aman', 'bocor', 'data']",banyak ngide mending resin aman bocor data
"Sampai hari ini orang masih pada rame bahas kebocoran data, data kependudukan dibobol hacker. But, wait!! 
Apa kita sudah peduli dengan data kita sendiri? 
Apakah orang sudah peduli terhadap data orang lain?",negative,"sampai hari ini orang masih pada rame bahas kebocoran data, data kependudukan dibobol hacker. but, wait!! 
apa kita sudah peduli dengan data kita sendiri? 
apakah orang sudah peduli terhadap data orang lain?",sampai hari ini orang masih pada rame bahas kebocoran data  data kependudukan dibobol hacker  but  wait   apa kita sudah peduli dengan data kita sendiri  apakah orang sudah peduli terhadap data orang lain ,"['sampai', 'hari', 'ini', 'orang', 'masih', 'pada', 'rame', 'bahas', 'kebocoran', 'data', 'data', 'kependudukan', 'dibobol', 'hacker', 'but', 'wait', 'apa', 'kita', 'sudah', 'peduli', 'dengan', 'data', 'kita', 'sendiri', 'apakah', 'orang', 'sudah', 'peduli', 'terhadap', 'data', 'orang', 'lain']","['orang', 'rame', 'bahas', 'kebocoran', 'data', 'data', 'kependudukan', 'dibobol', 'hacker', 'but', 'wait', 'peduli', 'data', 'orang', 'peduli', 'data', 'orang']","['orang', 'rame', 'bahas', 'bocor', 'data', 'data', 'duduk', 'bobol', 'hacker', 'but', 'wait', 'peduli', 'data', 'orang', 'peduli', 'data', 'orang']",orang rame bahas bocor data data duduk bobol hacker but wait peduli data orang peduli data orang
"@Mzarifprayugo Hai, Kak Zarif. Maaf jadi ga nyaman. Arel infoin, Telkomsel selalu menjaga data pribadi pelanggan ya. Arel pastiin bahwa kebocoran data tersebut bukan berasal dari sistem yang dikelola Telkomsel ya. Tks???? -Arel",negative,"@mzarifprayugo hai, kak zarif. maaf jadi ga nyaman. arel infoin, telkomsel selalu menjaga data pribadi pelanggan ya. arel pastiin bahwa kebocoran data tersebut bukan berasal dari sistem yang dikelola telkomsel ya. tks???? -arel", hai  kak zarif  maaf jadi ga nyaman  arel infoin  telkomsel selalu menjaga data pribadi pelanggan ya  arel pastiin bahwa kebocoran data tersebut bukan berasal dari sistem yang dikelola telkomsel ya  tks      arel,"['hai', 'kak', 'zarif', 'maaf', 'jadi', 'ga', 'nyaman', 'arel', 'infoin', 'telkomsel', 'selalu', 'menjaga', 'data', 'pribadi', 'pelanggan', 'ya', 'arel', 'pastiin', 'bahwa', 'kebocoran', 'data', 'tersebut', 'bukan', 'berasal', 'dari', 'sistem', 'yang', 'dikelola', 'telkomsel', 'ya', 'tks', 'arel']","['hai', 'kak', 'zarif', 'maaf', 'nyaman', 'arel', 'infoin', 'telkomsel', 'menjaga', 'data', 'pribadi', 'pelanggan', 'arel', 'pastiin', 'kebocoran', 'data', 'berasal', 'sistem', 'dikelola', 'telkomsel', 'tks', 'arel']","['hai', 'kak', 'zarif', 'maaf', 'nyaman', 'arel', 'infoin', 'telkomsel', 'jaga', 'data', 'pribadi', 'langgan', 'arel', 'pastiin', 'bocor', 'data', 'asal', 'sistem', 'kelola', 'telkomsel', 'tks', 'arel']",hai kak zarif maaf nyaman arel infoin telkomsel jaga data pribadi langgan arel pastiin bocor data asal sistem kelola telkomsel tks arel
"Heboh Data Warga Bocor, Berikut Deretan Kasus Kebocoran Data di?ˇIndonesia https://t.co/qWrMao3EDK",negative,"heboh data warga bocor, berikut deretan kasus kebocoran data di?ˇindonesia https://t.co/qwrmao3edk",heboh data warga bocor  berikut deretan kasus kebocoran data di  indonesia ,"['heboh', 'data', 'warga', 'bocor', 'berikut', 'deretan', 'kasus', 'kebocoran', 'data', 'di', 'indonesia']","['heboh', 'data', 'warga', 'bocor', 'deretan', 'kebocoran', 'data', 'indonesia']","['heboh', 'data', 'warga', 'bocor', 'deret', 'bocor', 'data', 'indonesia']",heboh data warga bocor deret bocor data indonesia
@hyang_wisnu @DPR_RI @BSSN_RI @jokowi @PlateJohnny semoga kedepannya tidak ada lagi kebocoran data. @PlateJohnny @kemkominfo,negative,@hyang_wisnu @dpr_ri @bssn_ri @jokowi @platejohnny semoga kedepannya tidak ada lagi kebocoran data. @platejohnny @kemkominfo, semoga kedepannya tidak ada lagi kebocoran data  ,"['semoga', 'kedepannya', 'tidak', 'ada', 'lagi', 'kebocoran', 'data']","['semoga', 'kedepannya', 'kebocoran', 'data']","['moga', 'depan', 'bocor', 'data']",moga depan bocor data
Cak Imin Minta BSSN Serius Tangani Data Bocor: Begitu Mudah Diobok-obok Hacker: Ketum PKB Muhaimin Iskandar (Cak Imin) mendorong Badan Siber dan Sandi Negara (BSSN) lebih serius menangani masalah kebocoran data. #kumparanNews https://t.co/FoGQXh34Cy,negative,cak imin minta bssn serius tangani data bocor: begitu mudah diobok-obok hacker: ketum pkb muhaimin iskandar (cak imin) mendorong badan siber dan sandi negara (bssn) lebih serius menangani masalah kebocoran data. #kumparannews https://t.co/fogqxh34cy,cak imin minta bssn serius tangani data bocor  begitu mudah diobok obok hacker  ketum pkb muhaimin iskandar  cak imin  mendorong badan siber dan sandi negara  bssn  lebih serius menangani masalah kebocoran data  kumparannews ,"['cak', 'imin', 'minta', 'bssn', 'serius', 'tangani', 'data', 'bocor', 'begitu', 'mudah', 'diobok', 'obok', 'hacker', 'ketum', 'pkb', 'muhaimin', 'iskandar', 'cak', 'imin', 'mendorong', 'badan', 'siber', 'dan', 'sandi', 'negara', 'bssn', 'lebih', 'serius', 'menangani', 'masalah', 'kebocoran', 'data', 'kumparannews']","['cak', 'imin', 'bssn', 'serius', 'tangani', 'data', 'bocor', 'mudah', 'diobok', 'obok', 'hacker', 'ketum', 'pkb', 'muhaimin', 'iskandar', 'cak', 'imin', 'mendorong', 'badan', 'siber', 'sandi', 'negara', 'bssn', 'serius', 'menangani', 'kebocoran', 'data', 'kumparannews']","['cak', 'imin', 'bssn', 'serius', 'tangan', 'data', 'bocor', 'mudah', 'diobok', 'obok', 'hacker', 'tum', 'pkb', 'muhaimin', 'iskandar', 'cak', 'imin', 'dorong', 'badan', 'siber', 'sandi', 'negara', 'bssn', 'serius', 'tangan', 'bocor', 'data', 'kumparannews']",cak imin bssn serius tangan data bocor mudah diobok obok hacker tum pkb muhaimin iskandar cak imin dorong badan siber sandi negara bssn serius tangan bocor data kumparannews
Bentuk preventif kebocoran data https://t.co/whbPt5KuvV,negative,bentuk preventif kebocoran data https://t.co/whbpt5kuvv,bentuk preventif kebocoran data ,"['bentuk', 'preventif', 'kebocoran', 'data']","['bentuk', 'preventif', 'kebocoran', 'data']","['bentuk', 'preventif', 'bocor', 'data']",bentuk preventif bocor data
"Khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data. Apalagi data rahasia negara, dengan teknologi terdepannya, Khilafah akan mampu menciptakan sistem keamanan tercanggih yang tidak mudah diretas.

#Opini

https://t.co/1wyFkbFOdG https://t.co/L19TBwH2us",negative,"khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data. apalagi data rahasia negara, dengan teknologi terdepannya, khilafah akan mampu menciptakan sistem keamanan tercanggih yang tidak mudah diretas.

#opini

https://t.co/1wyfkbfodg https://t.co/l19tbwh2us",khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data  apalagi data rahasia negara  dengan teknologi terdepannya  khilafah akan mampu menciptakan sistem keamanan tercanggih yang tidak mudah diretas  opini ,"['khilafah', 'akan', 'menjadi', 'pihak', 'terdepan', 'dalam', 'menyelesaikan', 'kebocoran', 'data', 'apalagi', 'data', 'rahasia', 'negara', 'dengan', 'teknologi', 'terdepannya', 'khilafah', 'akan', 'mampu', 'menciptakan', 'sistem', 'keamanan', 'tercanggih', 'yang', 'tidak', 'mudah', 'diretas', 'opini']","['khilafah', 'terdepan', 'menyelesaikan', 'kebocoran', 'data', 'data', 'rahasia', 'negara', 'teknologi', 'terdepannya', 'khilafah', 'menciptakan', 'sistem', 'keamanan', 'tercanggih', 'mudah', 'diretas', 'opini']","['khilafah', 'depan', 'selesai', 'bocor', 'data', 'data', 'rahasia', 'negara', 'teknologi', 'depan', 'khilafah', 'cipta', 'sistem', 'aman', 'canggih', 'mudah', 'retas', 'opini']",khilafah depan selesai bocor data data rahasia negara teknologi depan khilafah cipta sistem aman canggih mudah retas opini
BSSN didorong untuk lebih serius menangani masalah kebocoran data https://t.co/ypdnl9qG2a,negative,bssn didorong untuk lebih serius menangani masalah kebocoran data https://t.co/ypdnl9qg2a,bssn didorong untuk lebih serius menangani masalah kebocoran data ,"['bssn', 'didorong', 'untuk', 'lebih', 'serius', 'menangani', 'masalah', 'kebocoran', 'data']","['bssn', 'didorong', 'serius', 'menangani', 'kebocoran', 'data']","['bssn', 'dorong', 'serius', 'tangan', 'bocor', 'data']",bssn dorong serius tangan bocor data
"@hyang_wisnu @PlateJohnny @kemkominfo memang harus ada sanksi tegas seperti itu, agar tidak dianggap enteng masalah kebocoran data. @PlateJohnny @kemkominfo",negative,"@hyang_wisnu @platejohnny @kemkominfo memang harus ada sanksi tegas seperti itu, agar tidak dianggap enteng masalah kebocoran data. @platejohnny @kemkominfo", memang harus ada sanksi tegas seperti itu  agar tidak dianggap enteng masalah kebocoran data  ,"['memang', 'harus', 'ada', 'sanksi', 'tegas', 'seperti', 'itu', 'agar', 'tidak', 'dianggap', 'enteng', 'masalah', 'kebocoran', 'data']","['sanksi', 'dianggap', 'enteng', 'kebocoran', 'data']","['sanksi', 'anggap', 'enteng', 'bocor', 'data']",sanksi anggap enteng bocor data
"dear @kemkominfo sebenernya saya mau maki maki kalian. tapi saya di sini cuma mau nunjukkin akibat kebocoran data kalian. bisa diliat ya sehari bisa ada berapa telfon. hampir setiap hari ditelfon nomor yg reportedly as spam, scam dll. https://t.co/U7zwmR9yHF",negative,"dear @kemkominfo sebenernya saya mau maki maki kalian. tapi saya di sini cuma mau nunjukkin akibat kebocoran data kalian. bisa diliat ya sehari bisa ada berapa telfon. hampir setiap hari ditelfon nomor yg reportedly as spam, scam dll. https://t.co/u7zwmr9yhf",dear sebenernya saya mau maki maki kalian  tapi saya di sini cuma mau nunjukkin akibat kebocoran data kalian  bisa diliat ya sehari bisa ada berapa telfon  hampir setiap hari ditelfon nomor yg reportedly as spam  scam dll  ,"['dear', 'sebenernya', 'saya', 'mau', 'maki', 'maki', 'kalian', 'tapi', 'saya', 'di', 'sini', 'cuma', 'mau', 'nunjukkin', 'akibat', 'kebocoran', 'data', 'kalian', 'bisa', 'diliat', 'ya', 'sehari', 'bisa', 'ada', 'berapa', 'telfon', 'hampir', 'setiap', 'hari', 'ditelfon', 'nomor', 'yg', 'reportedly', 'as', 'spam', 'scam', 'dll']","['dear', 'sebenernya', 'maki', 'maki', 'nunjukkin', 'akibat', 'kebocoran', 'data', 'diliat', 'sehari', 'telfon', 'ditelfon', 'nomor', 'reportedly', 'as', 'spam', 'scam', 'dll']","['dear', 'sebenernya', 'maki', 'maki', 'nunjukkin', 'akibat', 'bocor', 'data', 'liat', 'hari', 'telfon', 'ditelfon', 'nomor', 'reportedly', 'as', 'spam', 'scam', 'dll']",dear sebenernya maki maki nunjukkin akibat bocor data liat hari telfon ditelfon nomor reportedly as spam scam dll
"Khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data. Apalagi data rahasia negara, dengan teknologi terdepannya, Khilafah akan mampu menciptakan sistem keamanan tercanggih yang tidak mudah diretas.

#Opini

https://t.co/LfEKVLiOh2 https://t.co/SHb8lXkVml",negative,"khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data. apalagi data rahasia negara, dengan teknologi terdepannya, khilafah akan mampu menciptakan sistem keamanan tercanggih yang tidak mudah diretas.

#opini

https://t.co/lfekvlioh2 https://t.co/shb8lxkvml",khilafah akan menjadi pihak terdepan dalam menyelesaikan kebocoran data  apalagi data rahasia negara  dengan teknologi terdepannya  khilafah akan mampu menciptakan sistem keamanan tercanggih yang tidak mudah diretas  opini ,"['khilafah', 'akan', 'menjadi', 'pihak', 'terdepan', 'dalam', 'menyelesaikan', 'kebocoran', 'data', 'apalagi', 'data', 'rahasia', 'negara', 'dengan', 'teknologi', 'terdepannya', 'khilafah', 'akan', 'mampu', 'menciptakan', 'sistem', 'keamanan', 'tercanggih', 'yang', 'tidak', 'mudah', 'diretas', 'opini']","['khilafah', 'terdepan', 'menyelesaikan', 'kebocoran', 'data', 'data', 'rahasia', 'negara', 'teknologi', 'terdepannya', 'khilafah', 'menciptakan', 'sistem', 'keamanan', 'tercanggih', 'mudah', 'diretas', 'opini']","['khilafah', 'depan', 'selesai', 'bocor', 'data', 'data', 'rahasia', 'negara', 'teknologi', 'depan', 'khilafah', 'cipta', 'sistem', 'aman', 'canggih', 'mudah', 'retas', 'opini']",khilafah depan selesai bocor data data rahasia negara teknologi depan khilafah cipta sistem aman canggih mudah retas opini
"@Rosyid_Alfatih @AyankLukman @ChusnulCh__ Kau bilang banyak, berapa? Banyaklah di medsoos, di berita , dll diberitakan, banyaklah???Å. Disana , disini ???Å. LBP ditanya, jawabnya Adalah,( berapa?), 800. (Ha !! 800 khan banyak). Iya tapi dari 73.000 desa??",negative,"@rosyid_alfatih @ayanklukman @chusnulch__ kau bilang banyak, berapa? banyaklah di medsoos, di berita , dll diberitakan, banyaklah???Å. disana , disini ???Å. lbp ditanya, jawabnya adalah,( berapa?), 800. (ha !! 800 khan banyak). iya tapi dari 73.000 desa??", kau bilang banyak  berapa  banyaklah di medsoos  di berita   dll diberitakan  banyaklah      disana   disini       lbp ditanya  jawabnya adalah   berapa       ha     khan banyak   iya tapi dari   desa  ,"['kau', 'bilang', 'banyak', 'berapa', 'banyaklah', 'di', 'medsoos', 'di', 'berita', 'dll', 'diberitakan', 'banyaklah', 'disana', 'disini', 'lbp', 'ditanya', 'jawabnya', 'adalah', 'berapa', 'ha', 'khan', 'banyak', 'iya', 'tapi', 'dari', 'desa']","['kau', 'banyaklah', 'medsoos', 'berita', 'dll', 'diberitakan', 'banyaklah', 'disana', 'lbp', 'ha', 'khan', 'iya', 'desa']","['kau', 'banyak', 'medsoos', 'berita', 'dll', 'berita', 'banyak', 'sana', 'lbp', 'ha', 'khan', 'iya', 'desa']",kau banyak medsoos berita dll berita banyak sana lbp ha khan iya desa
@detikcom Rkyt gak takut kehilangan dokumen penting.. tp penyalahgunaan data2 pribadi akibat kebocoran data,negative,@detikcom rkyt gak takut kehilangan dokumen penting.. tp penyalahgunaan data2 pribadi akibat kebocoran data, rkyt gak takut kehilangan dokumen penting   tp penyalahgunaan data pribadi akibat kebocoran data,"['rkyt', 'gak', 'takut', 'kehilangan', 'dokumen', 'penting', 'tp', 'penyalahgunaan', 'data', 'pribadi', 'akibat', 'kebocoran', 'data']","['rkyt', 'takut', 'kehilangan', 'dokumen', 'tp', 'penyalahgunaan', 'data', 'pribadi', 'akibat', 'kebocoran', 'data']","['rkyt', 'takut', 'hilang', 'dokumen', 'tp', 'penyalahgunaan', 'data', 'pribadi', 'akibat', 'bocor', 'data']",rkyt takut hilang dokumen tp penyalahgunaan data pribadi akibat bocor data
"Banyaknya kebocoran data yang terjadi akhir akhir ini menjadi salah satu motivasi utama disahkannya UU ini #kitapunyapdp
Manfaat UU PDP https://t.co/eMWV28Zoly",negative,"banyaknya kebocoran data yang terjadi akhir akhir ini menjadi salah satu motivasi utama disahkannya uu ini #kitapunyapdp
manfaat uu pdp https://t.co/emwv28zoly",banyaknya kebocoran data yang terjadi akhir akhir ini menjadi salah satu motivasi utama disahkannya uu ini kitapunyapdp manfaat uu pdp ,"['banyaknya', 'kebocoran', 'data', 'yang', 'terjadi', 'akhir', 'akhir', 'ini', 'menjadi', 'salah', 'satu', 'motivasi', 'utama', 'disahkannya', 'uu', 'ini', 'kitapunyapdp', 'manfaat', 'uu', 'pdp']","['banyaknya', 'kebocoran', 'data', 'salah', 'motivasi', 'utama', 'disahkannya', 'uu', 'kitapunyapdp', 'manfaat', 'uu', 'pdp']","['banyak', 'bocor', 'data', 'salah', 'motivasi', 'utama', 'sah', 'uu', 'kitapunyapdp', 'manfaat', 'uu', 'pdp']",banyak bocor data salah motivasi utama sah uu kitapunyapdp manfaat uu pdp
"@ciloqciliq Barangnya udah sampe rumau belum kacil?

Adek aku juga 2x dapet ancaman ginian, tapi sampe sekarang gak dateng itu paketnya. Yang iseng ngandelin kebocoran data keknya. Serem. :*)",negative,"@ciloqciliq barangnya udah sampe rumau belum kacil?

adek aku juga 2x dapet ancaman ginian, tapi sampe sekarang gak dateng itu paketnya. yang iseng ngandelin kebocoran data keknya. serem. :*)", barangnya udah sampe rumau belum kacil  adek aku juga x dapet ancaman ginian  tapi sampe sekarang gak dateng itu paketnya  yang iseng ngandelin kebocoran data keknya  serem     ,"['barangnya', 'udah', 'sampe', 'rumau', 'belum', 'kacil', 'adek', 'aku', 'juga', 'x', 'dapet', 'ancaman', 'ginian', 'tapi', 'sampe', 'sekarang', 'gak', 'dateng', 'itu', 'paketnya', 'yang', 'iseng', 'ngandelin', 'kebocoran', 'data', 'keknya', 'serem']","['barangnya', 'udah', 'sampe', 'rumau', 'kacil', 'adek', 'x', 'dapet', 'ancaman', 'ginian', 'sampe', 'dateng', 'paketnya', 'iseng', 'ngandelin', 'kebocoran', 'data', 'keknya', 'serem']","['barang', 'udah', 'sampe', 'rumau', 'kacil', 'adek', 'x', 'dapet', 'ancam', 'ginian', 'sampe', 'dateng', 'paket', 'iseng', 'ngandelin', 'bocor', 'data', 'kek', 'rem']",barang udah sampe rumau kacil adek x dapet ancam ginian sampe dateng paket iseng ngandelin bocor data kek rem
"Perlu #Japfriend ketahui juga, kebocoran data pribadi pun dapat meningkatkan ketidakpercayaan publik (public distrust) dan dapat berdampak pada pembangunan sektor ekonomi digital yang saat ini bertumbuh dan berkembang dengan cepat. https://t.co/9TFZWcInbC",negative,"perlu #japfriend ketahui juga, kebocoran data pribadi pun dapat meningkatkan ketidakpercayaan publik (public distrust) dan dapat berdampak pada pembangunan sektor ekonomi digital yang saat ini bertumbuh dan berkembang dengan cepat. https://t.co/9tfzwcinbc",perlu japfriend ketahui juga  kebocoran data pribadi pun dapat meningkatkan ketidakpercayaan publik  public distrust  dan dapat berdampak pada pembangunan sektor ekonomi digital yang saat ini bertumbuh dan berkembang dengan cepat  ,"['perlu', 'japfriend', 'ketahui', 'juga', 'kebocoran', 'data', 'pribadi', 'pun', 'dapat', 'meningkatkan', 'ketidakpercayaan', 'publik', 'public', 'distrust', 'dan', 'dapat', 'berdampak', 'pada', 'pembangunan', 'sektor', 'ekonomi', 'digital', 'yang', 'saat', 'ini', 'bertumbuh', 'dan', 'berkembang', 'dengan', 'cepat']","['japfriend', 'ketahui', 'kebocoran', 'data', 'pribadi', 'meningkatkan', 'ketidakpercayaan', 'publik', 'public', 'distrust', 'berdampak', 'pembangunan', 'sektor', 'ekonomi', 'digital', 'bertumbuh', 'berkembang', 'cepat']","['japfriend', 'tahu', 'bocor', 'data', 'pribadi', 'tingkat', 'ketidakpercayaan', 'publik', 'public', 'distrust', 'dampak', 'bangun', 'sektor', 'ekonomi', 'digital', 'tumbuh', 'kembang', 'cepat']",japfriend tahu bocor data pribadi tingkat ketidakpercayaan publik public distrust dampak bangun sektor ekonomi digital tumbuh kembang cepat
"Jangan Remehkan Kebocoran Data, Dampaknya dari Tak Bisa Kuliah Sampai Penipuan Pajak https://t.co/O6vcl25ijH https://t.co/y8oFvRzYtB",negative,"jangan remehkan kebocoran data, dampaknya dari tak bisa kuliah sampai penipuan pajak https://t.co/o6vcl25ijh https://t.co/y8ofvrzytb",jangan remehkan kebocoran data  dampaknya dari tak bisa kuliah sampai penipuan pajak ,"['jangan', 'remehkan', 'kebocoran', 'data', 'dampaknya', 'dari', 'tak', 'bisa', 'kuliah', 'sampai', 'penipuan', 'pajak']","['remehkan', 'kebocoran', 'data', 'dampaknya', 'kuliah', 'penipuan', 'pajak']","['remeh', 'bocor', 'data', 'dampak', 'kuliah', 'tipu', 'pajak']",remeh bocor data dampak kuliah tipu pajak
@IMCMushroom Yg penting jangan sampai ada kecurangan dlm penghitungan suara..apa lagi br2 ini ada kebocoran data ktp yg dilakukan bjorka..sangat riskan jadinya?,negative,@imcmushroom yg penting jangan sampai ada kecurangan dlm penghitungan suara..apa lagi br2 ini ada kebocoran data ktp yg dilakukan bjorka..sangat riskan jadinya?, yg penting jangan sampai ada kecurangan dlm penghitungan suara  apa lagi br ini ada kebocoran data ktp yg dilakukan bjorka  sangat riskan jadinya ,"['yg', 'penting', 'jangan', 'sampai', 'ada', 'kecurangan', 'dlm', 'penghitungan', 'suara', 'apa', 'lagi', 'br', 'ini', 'ada', 'kebocoran', 'data', 'ktp', 'yg', 'dilakukan', 'bjorka', 'sangat', 'riskan', 'jadinya']","['kecurangan', 'dlm', 'penghitungan', 'suara', 'br', 'kebocoran', 'data', 'ktp', 'bjorka', 'riskan']","['curang', 'dlm', 'hitung', 'suara', 'br', 'bocor', 'data', 'ktp', 'bjorka', 'riskan']",curang dlm hitung suara br bocor data ktp bjorka riskan
@wan_almawardi7 Sementara kebocoran data sendiri gak ada yg tanggung jawab ..,negative,@wan_almawardi7 sementara kebocoran data sendiri gak ada yg tanggung jawab .., sementara kebocoran data sendiri gak ada yg tanggung jawab   ,"['sementara', 'kebocoran', 'data', 'sendiri', 'gak', 'ada', 'yg', 'tanggung', 'jawab']","['kebocoran', 'data', 'tanggung']","['bocor', 'data', 'tanggung']",bocor data tanggung
Lembaga PDP Harus Galak dan Tegas Jika Ada Kebocoran Data https://t.co/TnloVok4ri,negative,lembaga pdp harus galak dan tegas jika ada kebocoran data https://t.co/tnlovok4ri,lembaga pdp harus galak dan tegas jika ada kebocoran data ,"['lembaga', 'pdp', 'harus', 'galak', 'dan', 'tegas', 'jika', 'ada', 'kebocoran', 'data']","['lembaga', 'pdp', 'galak', 'kebocoran', 'data']","['lembaga', 'pdp', 'galak', 'bocor', 'data']",lembaga pdp galak bocor data
Bukan BJORKA yang menyebabkan kebocoran data .. https://t.co/P2z9PEHSAc,negative,bukan bjorka yang menyebabkan kebocoran data .. https://t.co/p2z9pehsac,bukan bjorka yang menyebabkan kebocoran data    ,"['bukan', 'bjorka', 'yang', 'menyebabkan', 'kebocoran', 'data']","['bjorka', 'menyebabkan', 'kebocoran', 'data']","['bjorka', 'sebab', 'bocor', 'data']",bjorka sebab bocor data
ini kenapa jadi banyak vishing tu apa gara - gara kebocoran data kah? annoying banget,negative,ini kenapa jadi banyak vishing tu apa gara - gara kebocoran data kah? annoying banget,ini kenapa jadi banyak vishing tu apa gara   gara kebocoran data kah  annoying banget,"['ini', 'kenapa', 'jadi', 'banyak', 'vishing', 'tu', 'apa', 'gara', 'gara', 'kebocoran', 'data', 'kah', 'annoying', 'banget']","['vishing', 'tu', 'gara', 'gara', 'kebocoran', 'data', 'kah', 'annoying', 'banget']","['vishing', 'tu', 'gara', 'gara', 'bocor', 'data', 'kah', 'annoying', 'banget']",vishing tu gara gara bocor data kah annoying banget
